"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"XXII","22nd Century Group, Inc","1.39","126070377.07","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/xxii",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","4.95","1253669269.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","6.24","141912114.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iaf",
"CH","Aberdeen Chile Fund, Inc.","7.22","67562521.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ch",
"ABE           ","Aberdeen Emerging Markets Smaller Company Opportunities Fund I","13.4725","129927914.2875","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abe",
"FCO","Aberdeen Global Income Fund, Inc.","8.59","75113777.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fco",
"IF","Aberdeen Indonesia Fund, Inc.","7.41","68945426.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/if",
"ISL","Aberdeen Israel Fund, Inc.","18.03","72083921.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/isl",
"ACU","Acme United Corporation.","28","93168740","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acu",
"AIII","ACRE Realty Investors, Inc.","1.16","23768939.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiii",
"ATNM","Actinium Pharmaceuticals, Inc.","1.55","86502000.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnm",
"AE","Adams Resources & Energy, Inc.","38.75","163431845","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ae",
"ADK","Adcare Health Systems Inc","1.0599","21000327.5901","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adk",
"ADK^A","Adcare Health Systems Inc","22.3295","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adk^a",
"ACY","AeroCentury Corp.","9.9902","15651636.3498","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"AIRI","Air Industries Group","3.48","26389414.2","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/airi",
"AXU","Alexco Resource Corp","1.52","142336020.88","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"AAU","Almaden Minerals, Ltd.","1.5","135080010","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"APT","Alpha Pro Tech, Ltd.","2.7","41611195.8","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/apt",
"AAMC","Altisource Asset Management Corp","69.8","103336317.4","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/aamc",
"DIT","AMCON Distributing Company","97.5","66196455","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dit",
"ADGE","American DG Energy Inc.","0.3185","16142884.2575","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/adge",
"ALN","American Lorain Corporation","0.5698","21808804.402","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/aln",
"AMS","American Shared Hospital Services","4.35","23785800","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ams",
"USAS","Americas Silver Corporation","2.97","117529071.66","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/usas",
"AMPE","Ampio Pharmaceuticals, Inc.","0.5643","32301753.1452","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ampe",
"APHB","AmpliPhi Biosciences Corporation","0.3226","5319067.512","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aphb",
"AXN","Aoxing Pharmaceutical Company, Inc.","0.3801","28967115.0195","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axn",
"ARNC^","Arconic Inc.","90","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arnc^",
"AKG","Asanko Gold Inc.","2.48","504131193.36","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/akg",
"AINC","Ashford Inc.","58.2","117390796.8","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ainc",
"ASB.WS","Associated Banc-Corp","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb.ws",
"AST","Asterias Biotherapeutics, Inc.","3.1","151753199.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ast",
"AST.WS","Asterias Biotherapeutics, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ast.ws",
"AUXO","Auxilio, Inc.","5.5","51587123.5","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/auxo",
"AWX","Avalon Holdings Corporation","2.34","8899794.54","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"ASM","Avino Silver","1.55","81283551.55","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"BTG","B2Gold Corp","2.73","2656471894.44","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/btg",
"BTN","Ballantyne Strong, Inc","6.05","86281439.75","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"BKJ","Bancorp of New Jersey, Inc","15.55","98392485.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bkj",
"BCV","Bancroft Fund Limited","21.08","109185968","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcv",
"BCV^A","Bancroft Fund Limited","25.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcv^a",
"BAA","BANRO CORPORATION","0.1359","149160865.4208","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/baa",
"BHB","Bar Harbor Bankshares, Inc.","30.08","462770572.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bhb",
"BRN","Barnwell Industries, Inc.","1.71","13294972.98","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/brn",
"BGSF","BG Staffing Inc","15.35","134158662.3","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/bgsf",
"BPMX","BioPharmX Corporation","0.8","54175661.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bpmx",
"BTX","BioTime, Inc.","3.13","346972250.02","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/btx",
"BTX.WS","BioTime, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btx.ws",
"BGI","Birks Group Inc.","1.43","25684059.83","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/bgi",
"BZM","BlackRock Maryland Municipal Bond Trust","14.56","30274040.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bzm",
"MHE","BlackRock Massachusetts Tax-Exempt Trust","13.9175","32947009.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhe",
"BLE","BlackRock Municipal Income Trust II","15.03","353060306.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ble",
"BLJ","Blackrock New Jersey Municipal Bond Trust","14.99","34877367.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/blj",
"BFY","BlackRock New York Municipal Income Trust II","15.1199","75669792.4151","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfy",
"BHV","BlackRock Virginia Municipal Bond Trust","16.2499","25959280.2496","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bhv",
"BDR","Blonder Tongue Laboratories, Inc.","0.56","4548227.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/bdr",
"BRG","Bluerock Residential Growth REIT, Inc.","12.7","306935746.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brg",
"BRG^A","Bluerock Residential Growth REIT, Inc.","26.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brg^a",
"BRG^C","Bluerock Residential Growth REIT, Inc.","26.22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brg^c",
"BRG^D","Bluerock Residential Growth REIT, Inc.","25.12","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brg^d",
"BVX","Bovie Medical Corporation","2.61","80543955.33","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bvx",
"BWL.A","Bowl America, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bwl.a",
"BTI","British American Tobacco p.l.c.","66.77","113624761686.26","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/bti",
"CEI","Camber Energy, Inc.","0.325","7724188.225","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cei",
"CANF","Can-Fite Biopharma Ltd","1.81","29602459.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/canf",
"ROX","Castle Brands, Inc.","1.66","270198477.22","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/rox",
"CAW","CCA Industries, Inc.","3.2","22421388.8","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/caw",
"CVM","Cel-Sci Corporation","0.0904","19526365.1056","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cvm",
"CVM.WS","Cel-Sci Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cvm.ws",
"CEF","Central Fund of Canada Limited","13.1","3302719639.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cef",
"CET","Central Securities Corporation","24.1","599648126.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cet",
"LEU","Centrus Energy Corp.","5.68","51120000","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/leu",
"CCF","Chase Corporation","98.1","917321328","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ccf",
"CQH","Cheniere Energy Partners LP Holdings, LLC","25.46","5899082000","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqh",
"CQP","Cheniere Energy Partners, LP","32.1","10844227054.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","45.67","10863050032.82","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"CVR","Chicago Rivet & Machine Co.","40.15","38790199.8","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvr",
"CPHI","China Pharma Holdings, Inc.","0.254","11069207.478","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphi",
"CKX","CKX Lands, Inc.","12.1283","23559162.1085","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ckx",
"GLV","Clough Global Dividend and Income Fund","13.68","142170850.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","12.46","219960180.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","10.4","536370213.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"MOC","Command Security Corporation","2.47","24325019.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/moc",
"CIX","CompX International Inc.","14.6","181318962.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cix",
"LODE","Comstock Mining, Inc.","0.2","37480015","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CTO","Consolidated-Tomoka Land Co.","54.8","309784400","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cto",
"MCF","Contango Oil & Gas Company","7.33","184957809.37","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CUO","Continental Materials Corporation","23","38689841","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CMT","Core Molding Technologies Inc","18.85","146874657.15","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CVRS","Corindus Vascular Robotics, Inc.","1.2","224497105.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cvrs",
"CRMD","CorMedix Inc","1.13","46014546.94","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","16.27","212563157.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","16.4","470634883.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clm",
"CVU","CPI Aerostructures, Inc.","6.4","56013894.4","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/cvu",
"CIK","Credit Suisse Asset Management Income Fund, Inc.","3.32","173608659.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cik",
"DHY","Credit Suisse High Yield Bond Fund","2.77","276989919.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dhy",
"CRHM","CRH Medical Corporation","7.35","534682651.65","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crhm",
"CRVP","Crystal Rock Holdings, Inc.","0.95","20290490.45","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/crvp",
"DXR","Daxor Corporation","7.274","27830236.712","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxr",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","14.85","71830935","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcf",
"VFL","Delaware Investments Florida Insured Municipal Income Fund","13.189","59725634.727","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vfl",
"VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","14.61","168087684.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmm",
"DLA","Delta Apparel, Inc.","18","136949508","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dla",
"DNN","Denison Mine Corp","0.5899","329795925.0898","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/dnn",
"DGSE","DGSE Companies, Inc.","1.6299","43853487.9669","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/dgse",
"DPW","Digital Power Corporation","0.633","5834267.949","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dpw",
"DSS","Document Security Systems, Inc.","1.08","14744865.24","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/dss",
"DMF","Dreyfus Municipal Income, Inc.","9.02","187131454.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dmf",
"GRF","Eagle Capital Growth Fund, Inc.","7.5","26917327.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grf",
"ESTE","Earthstone Energy, Inc.","14.46","323904000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"EVM","Eaton Vance California Municipal Bond Fund","11.57","247532606.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evm",
"EIA","Eaton Vance California Municipal Bond Fund II","11.71","45509228.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eia",
"CEV","Eaton Vance California Municipal Income Trust","12.65","91770373.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cev",
"EVV","Eaton Vance Limited Duration Income Fund","13.95","1620250901.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evv",
"MAB","Eaton Vance Massachusetts Municipal Bond Fund","13.7","24228641.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mab",
"MMV","Eaton Vance Massachusetts Municipal Income Trust","13.44","36785562.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmv",
"MIW","Eaton Vance Michigan Municipal Bond Fund","13.64","20460886.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/miw",
"EMI","Eaton Vance Michigan Municipal Income Trust","13.1705","26512137.477","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emi",
"EIM","Eaton Vance Municipal Bond Fund","12.66","863010045","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eim",
"EIV","Eaton Vance Municipal Bond Fund II","12.42","124366192.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eiv",
"EMJ","Eaton Vance New Jersey Municipal Bond Fund","12.96","33425991.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emj",
"EVJ","Eaton Vance New Jersey Municipal Income Trust","12.307","56589530.506","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evj",
"ENX","Eaton Vance New York Municipal Bond Fund","12.48","195459014.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enx",
"NYH","Eaton Vance New York Municipal Bond Fund II","12.05","30805945.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nyh",
"EVY","Eaton Vance New York Municipal Income Trust","12.99","71130005.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evy",
"EIO","Eaton Vance Ohio Municipal Bond Fund","13.0007","32992838.4418","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eio",
"EVO","Eaton Vance Ohio Municipal Income Trust","13.7562","39303623.1234","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evo",
"EIP","Eaton Vance Pennsylvania Municipal Bond Fund","13.34","39486933.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eip",
"EVP","Eaton Vance Pennsylvania Municipal Income Trust","12.1672","31647057.5408","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evp",
"ELMD","Electromed, Inc.","4.7","38681784.9","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"ELLO","Ellomay Capital Ltd.","8.08","86273149.6","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ello",
"ECF","Ellsworth Growth and Income Fund Ltd.","8.78","113352899.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ecf",
"EMAN","eMagin Corporation","2.35","74322312.6","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"MSN","Emerson Radio Corporation","1.2","32479022.4","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"UUUU","Energy Fuels Inc","2","133278634","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uuuu",
"UUUU.WS","Energy Fuels Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uuuu.ws",
"ENRJ","EnerJex Resources, Inc.","0.42","3538053.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/enrj",
"ENSV","ENSERVCO Corporation","0.225","11490223.5","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ensv",
"ESNC","EnSync, Inc.","0.65","31206725.55","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/esnc",
"EGI","Entree Gold Inc","0.4538","77860685.9896","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"EVI","EnviroStarm, Inc.","21.05","218268397.25","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"ERN","Erin Energy Corp.","2","426446784","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"ESP","Espey Mfg. & Electronics Corp.","23.54","55820896.34","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"EMX","Eurasian Minerals Inc.","0.9389","69633246.219","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emx",
"EVBN","Evans Bancorp, Inc.","36.25","172181917.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EPM","Evolution Petroleum Corporation, Inc.","7.8","257885916.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"XRA","Exeter Resource Corporation","1.79","158701852.87","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"FPP","FieldPoint Petroleum Corporation","0.302","3222107.158","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FPP.WS","FieldPoint Petroleum Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp.ws",
"FEN","First Trust Energy Income and Growth Fund","27.288","528814725.048","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fen",
"BDL","Flanigan&#39;s Enterprises, Inc.","24.05","44700460.35","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","1.96","22463542.36","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FTF","Franklin Limited Duration Income Trust","11.98","321010401.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftf",
"FSP","Franklin Street Properties Corp.","12.28","1316798583.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fsp",
"FRD","Friedman Industries Inc.","6.3","44159497.2","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/frd",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","5.76","774509754.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","24.0706","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggn^b",
"EGAS","Gas Natural Inc.","12.55","132022586.4","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GST","Gastar Exploration Inc.","1.36","253160916.88","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gst",
"GST^A","Gastar Exploration Inc.","19.8856","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^a",
"GST^B","Gastar Exploration Inc.","22.8475","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^b",
"JOB","GEE Group Inc.","6","56273352","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","0.365","33194285.52","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GSB","GlobalSCAPE, Inc.","4.01","86482992.31","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","1.76","1965045758.72","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/gsat",
